source_document,page_or_section,shunt_type,ligation_strategy,clinical_notes,instruction_snippet
Saphenous-Vein-Sparing.pdf,Page 175,1,,,"6.11.7	 Remodelling a Refluxing 
System
In some cases, there is a very large reflux 
amount through a junction or a perforating vein 
with a great number of divisions along the trib-
utaries. In othe"
Saphenous-Vein-Sparing.pdf,Page 176,3,"Treatment
Sometimes decisions in medicine are subjected to 
extern necessities, like rules by health",,"Treatment
Sometimes decisions in medicine are subjected to 
extern necessities, like rules by health-care insur-
ances or other socio-economic reasons. Thus, the 
treatment of varicose veins in some c"
Saphenous-Vein-Sparing.pdf,Page 176,3,treatment of an ulcerat,,"treatment of an ulceration or severe skin changes, 
e.g. in adipose persons. In these cases, a CHIVA 
1 + 2 procedure might be an option to make sure 
the target will be reached soon.
To avoid these t"
Saphenous-Vein-Sparing.pdf,Page 177,3,,,"type 3, the devalvula-
tion was the answer to the unsatisfactory non-­
drained situation after CHIVA 1"
Saphenous-Vein-Sparing.pdf,Page 177,3,,,"6.12.2	 How to Avoid Non-Drained 
Systems
Non-drained systems lead to spider veins and 
early recidives through subcutaneous vessels, 
mostly bothering the patient. The advantage of 
stable draining "
Saphenous-Vein-Sparing.pdf,Page 178,1,,,"•	 If there is still a reflux and a perforating vein 
has opened to drain this reflux from the saphe-
nous vein to the deep vein without cosmetic 
visible branches and no distress for the patient, 
th"
Saphenous-Vein-Sparing.pdf,Page 179,3,,,"type 3 to avoid 
this possible ascension of thrombi to deep veins. 
In the author’s experience, giving heparin for 
10  days as a rule after CHIVA 2"
Saphenous-Vein-Sparing.pdf,Page 179,3,,,"10.1.4), GSV with diameters at proximal thigh 
over 8.5 mm are more prone to thrombosis. That 
is why in these patients the SFJ should be treated 
in the first step in case of shunt type 3 to avoid 
t"
Saphenous-Vein-Sparing.pdf,Page 182,1,,,"type 
1 are also ideal, so long as one can resist the 
temptation to make a lot of incisions on the 
first day. In these patient"
Saphenous-Vein-Sparing.pdf,Page 182,3,"treatment does not 
end with the first",,"treatment does not 
end with the first operation. He will have to come 
for 
a 
post-operative 
examination 
after 
2–3  months, when a complementary operation 
may be necessary, and he has to know th"
Saphenous-Vein-Sparing.pdf,Page 182,1,"treatment are clearly 
better when the tributaries are treat",,"treatment are clearly 
better when the tributaries are treated first at the 
CHIVA 2 points.
There are also fearful patients, who by nature 
prefer CHIVA to stripping. If a patient wants “only 
a few "
Saphenous-Vein-Sparing.pdf,Page 183,3,"treatment session (28.11.2001), only 
the SFJ",,"type 3 with no perforating vein on 
the GSV at the thigh.
In the first treatment session (28.11.2001), only 
the SFJ was interrupted to produce a reduction in 
the calibre of the varicose vein (see Fi"
Saphenous-Vein-Sparing.pdf,Page 183,3,"treatment session (28.11.2001), only 
the SFJ",,"GSV. Shunt type 3 with no perforating vein on 
the GSV at the thigh.
In the first treatment session (28.11.2001), only 
the SFJ was interrupted to produce a reduction in 
the calibre of the varicose v"
Saphenous-Vein-Sparing.pdf,Page 184,3,,,"type 3 on a SSV with 
a high and lateral sapheno-popliteal junction. 
Slight discomfort when working in the squat (the 
patient"
Saphenous-Vein-Sparing.pdf,Page 184,3,,,"SSV with an early drainage through a tributary, 
the classic intervention would be a crossectomy, 
stripping of SSV and exhairesis of the tributary. 
In the situation presented in Fig. 6.49, the indic"
Saphenous-Vein-Sparing.pdf,Page 185,3,,,"type 3, 
incompetent terminal and competent preterminal 
valve, reflux through SFJ escaping into AASV 
and after approximately 15 cm subfascial reflux 
the AASV pierced the fascia becoming clinical"
Saphenous-Vein-Sparing.pdf,Page 185,3,"Treatment Involving 
Refluxing Accessory Anterior 
Saphenous Vein
The situat",,"Treatment Involving 
Refluxing Accessory Anterior 
Saphenous Vein
The situation of the AASV differs from that of 
other tributaries. It forms part of an extensive 
venous network in the front of the t"
Saphenous-Vein-Sparing.pdf,Page 185,3,"Treatment Involving 
Refluxing Accessory Anterior 
Saphenous Vein
The situat",,"6.16.2.3	
Treatment Involving 
Refluxing Accessory Anterior 
Saphenous Vein
The situation of the AASV differs from that of 
other tributaries. It forms part of an extensive 
venous network in the fro"
Saphenous-Vein-Sparing.pdf,Page 189,4,,,"type 1 or 3). However, the 
tributaries of the confluence of superficial ingui-
nal veins may be incompetent as well or instead 
(pelvic shunt type 4"
Saphenous-Vein-Sparing.pdf,Page 189,4,"ligation of the pelvic leak point (see 
Chap. 8).
Even if no incompetence is found in ultra-
sound, ",,"183
can be drawn tight round the sapheno-femoral 
junction. Ideally the sapheno-femoral junction 
should be severed. Sometimes, some of the 
inguinal tributaries have to be severed into the 
bargain.
"
Saphenous-Vein-Sparing.pdf,Page 198,1+2,,,"type 1 + 2: drainage from the GSV via a 
perforating vein and an additional refluxing trib-
utary. These can be hooked through a small 
point incision, ligated, severed and 2 cm excised. 
In this case"
Saphenous-Vein-Sparing.pdf,Page 198,1+2,"Treatment of Tributaries 
Apart from a CHIVA 2 Point
Refluxing tributaries often need to be severed ",,"Treatment of Tributaries 
Apart from a CHIVA 2 Point
Refluxing tributaries often need to be severed 
where they join the saphenous vein, even if 
there is no CHIVA 2 point. This is the case of a 
shun"
Saphenous-Vein-Sparing.pdf,Page 198,1+2,"Treatment of Tributaries 
Apart from a CHIVA 2 Point
Refluxing tributaries often need to be severed ",,"7.10	
Treatment of Tributaries 
Apart from a CHIVA 2 Point
Refluxing tributaries often need to be severed 
where they join the saphenous vein, even if 
there is no CHIVA 2 point. This is the case of "
Saphenous-Vein-Sparing.pdf,Page 204,1+2,"Treatment of the Sapheno-­
Popliteal Junction 
with Sclerotherapy
In case of the sapheno-popliteal j",,"Treatment of the Sapheno-­
Popliteal Junction 
with Sclerotherapy
In case of the sapheno-popliteal junction, we often 
find the same difficulties to perform a flush ligation 
at the level of the deep "
Saphenous-Vein-Sparing.pdf,Page 204,1+2,"Treatment of Tributaries 
Connected to the Saphenous 
Veins
Treat",,"7.12.4.4	
Treatment of Tributaries 
Connected to the Saphenous 
Veins
Treatment of tributaries with sclerotherapy at their 
confluence to the saphenous vein is possible 
instead of surgery in case of"
Saphenous-Vein-Sparing.pdf,Page 231,3,,,"Type 3).
The overall mean preoperative diameter of the 
GSV was 0.78  cm (0.28–1.70  cm). All the 
patient"
Saphenous-Vein-Sparing.pdf,Page 231,3,,,"227
This work was presented on the Spanish Congress 
of Angiology and Phlebology 2001, Valladolid.
One hundred and one patients (61%) were 
treated either with CHIVA 1 or 2; 64 patients 
(39%) were tr"
Saphenous-Vein-Sparing.pdf,Page 232,3,,,"Type 3 with draining trib-
utary below the knee. The diameter of the GSV 
reduced significantly, though 51 of the patient"
Saphenous-Vein-Sparing.pdf,Page 232,3,,,"Type 1 were treated with crossectomy, and with 
further interruptions, seven legs with Shunt Type 
3"
Saphenous-Vein-Sparing.pdf,Page 232,3,"Treatment on Shunt Type 3 [10]
José María Escribano and the team from the Vall 
d’Hebrón University ",,"Treatment on Shunt Type 3 [10]
José María Escribano and the team from the Vall 
d’Hebrón University in Barcelona published an 
investigation about the results of CHIVA"
Saphenous-Vein-Sparing.pdf,Page 232,3,"ligation of the sapheno-femoral junction in 
the 3  years of the investigat",,"ligation of the sapheno-femoral junction in 
the 3  years of the investigation (crossotomy). 
89.9% of the patients had a clinical cure situa-
tion according to the Hobbs criteria and 10% an 
improvem"
Saphenous-Vein-Sparing.pdf,Page 232,1,treatment; in suppurat,,"treatment; in suppurating wounds, the bandage 
(hydrocolloid) was changed every 3–5 days dur-
ing the first month and every 7 days thereafter. 
Non-suppurating wounds were first covered with 
a zinc o"
Saphenous-Vein-Sparing.pdf,Page 233,1,"treatment (crossotomy), which was not carried out during the 
investigat",,"CHIVA 2 treatment (crossotomy), which was not carried out during the 
investigation period, i.e. they continued to present reflux from the deep leg vein into the affected saphenous vein
Table 10.8  Re"
Saphenous-Vein-Sparing.pdf,Page 233,1,"treatment presented significantly better results 
in four parameters (p < 0.05).
10.2.2	 Varicose V",,"treatment presented significantly better results 
in four parameters (p < 0.05).
10.2.2	 Varicose Vein Stripping vs. 
Haemodynamic Correction 
(CHIVA): A Long-Term 
Randomized Trial [13]
This randomi"
Saphenous-Vein-Sparing.pdf,Page 233,5,,,"7.4%
n.s.
Type 4: Reflux from the 
proximal saphenous vein 
to a varicose tributary
18%
0%
p < 0.01
Type 5: Recurrence from 
varicose veins greater 
than 5 mm without 
connection to the deep 
veins
8%"
Saphenous-Vein-Sparing.pdf,Page 236,3,,,"Type 3) after 3 years.
10.3.2	 Calibre Reduction 
of Saphenous and Deep Veins 
After CHIVA [17, 18]
The diameters of the great saphenous vein (GSV) 
and the common femoral vein (CFV) seem to 
give a "
Saphenous-Vein-Sparing.pdf,Page 236,5,"ligation and proximal 
avulsion of the incompetent tributaries from the 
great",,"ligation and proximal 
avulsion of the incompetent tributaries from the 
great saphenous vein trunk without sapheno-­
femoral junction disconnection or any interven-
tion on the saphenous vein. Clinic"
Saphenous-Vein-Sparing.pdf,Page 236,5,"ligation and proximal 
avulsion of the incompetent tributaries from the 
great",,"10.3.1	 Great Saphenous Varicose 
Vein Surgery Without 
Sapheno-Femoral Junction 
Disconnection [11]
This case-control study was designed to deter-
mine whether preoperative duplex imaging could 
pre"
Saphenous-Vein-Sparing.pdf,Page 246,3,,,"type 3 with incompetent GSV (compe-
tent terminal valve, incompetent preterminal valve) with 
reflux above and below knee, into a tributary below the 
knee. This “CHIVA 2"
Saphenous-Vein-Sparing.pdf,Page 246,3,,,"11.3.1	 Technical Aspects
In the context of CHIVA, different techniques 
will be applied: from sclerotherapy with or with-
out ultrasound control, intervention on tributaries 
(only disconnection or "
Saphenous-Vein-Sparing.pdf,Page 247,5,,,"type 5 in the great saphenous vein with drain-
age through a tributary and planned disconnection 
(CHIVA 2"
Saphenous-Vein-Sparing.pdf,Page 247,5,,,"243
Fig. 11.3  Image of another type of mapping. Another 
kind of cartography, more detailed with kind permission 
to publish by Roberto Delfrate, Cremona, Italy (for 
details, see Fig. 11.4b). With p"
Saphenous-Vein-Sparing.pdf,Page 248,1,,,"type 1
	
If the great or small saphenous vein presents 
very a large calibre (greater than 8.5–10 mm 
diameter at mid-thigh) over long segments, 
post-operative superficial vein thrombosis, if 
it occ"
Saphenous-Vein-Sparing.pdf,Page 248,1,,,"•	 Shunt type 1
	
If the great or small saphenous vein presents 
very a large calibre (greater than 8.5–10 mm 
diameter at mid-thigh) over long segments, 
post-operative superficial vein thrombosis, i"
Saphenous-Vein-Sparing.pdf,Page 287,5,"treatment option with minimal invasive-
ness and recidives should be chosen, regarding 
there is lit",,"treatment option with minimal invasive-
ness and recidives should be chosen, regarding 
there is little disease. As seen in Sects. 6.4.1 and 
6.11.4, the results depend on some factors, worth-
while t"
Saphenous-Vein-Sparing.pdf,Page 287,5,"treatment of the saphenous trunk depends 
on the competence of the terminal valve—the 
treat",,"[8], there is an ascending evolution of varicose 
disease, meaning that a saphenous reflux with 
competent terminal valve will evolve to terminal 
valve incompetence throughout the years.
On the other"
Ligation_Knowledgebase_1.pdf,Page 1,3,,,"Type 3 Shunts.--- In the first time it acts upon N2-N3 
leakage point (the saphenous vein develops a new re-entry perforating vein on N2 
transforming the Type 3"
Ligation_Knowledgebase_1.pdf,Page 1,1,,,"Type 1 shunt).--- In the second time the N1-N2 
leakage point is closed. It requires periodic Doppler controls and it is counterindi cated 
in case"
Ligation_Knowledgebase_1.pdf,Page 1,1,,,"type 1 or 1þN3 shunt. It is addressed to the interruption of 
the N1-N2 compartment jump, exploiting the RP that is focused along the saphenous 
trunk. An eventually present incompetent tributary (typ"
Ligation_Knowledgebase_1.pdf,Page 1,3,ligation in the first,,"type 3 shunts, the lacking of a valid RP focused on the saphenous trunk, prohibits the 
high ligation in the first step approach. In fact, per forming a CHIVA 1"
Ligation_Knowledgebase_1.pdf,Page 1,3,"ligation and the eventually incompetent 
collat",,"ligation and the eventually incompetent 
collaterals disconnection to be performed in one single shot (Figure 6). On the contrary, 
in type 3 shunts, the lacking of a valid RP focused on the saphenous"
Ligation_Knowledgebase_1.pdf,Page 2,3,"ligation, flush disconnection of the incompetent N3 tributaries and 
removing of the competent valve",,"type 3 shunt by means of a single 
shot procedure (high ligation, flush disconnection of the incompetent N3 tributaries and 
removing of the competent valves in the saphenous tract that separates a va"
Ligation_Knowledgebase_1.pdf,Page 2,3,"ligation of the 
incompetent collat",,"CHIVA 2 first step, a simple flush ligation of the 
incompetent collaterals is performed. After the first step in a type3"
Ligation_Knowledgebase_1.pdf,Page 2,3,"ligation of the 
incompetent collat",,"ligation of the 
incompetent collaterals is performed. After the first step in a type3 shunt, a 
pathological saphenous reflux can remain into the hemodynamic project ,until it will 
enlarge a previou"
Ligation_Knowledgebase_1.pdf,Page 3,3,,,"Type 3 shunt), being excluded by the finger compression, so 
temporarily eliminating the energy gradient. 
The Doppler must be placed cranially to the investigated saphenous RP. If the evoked 
sapheno"
Ligation_Knowledgebase_1.pdf,Page 3,3,"ligation in a single step 
procedure (CHIVA 1), since dealing with a type 3 shunt. The correct indic",,"ligation in a single step 
procedure (CHIVA 1), since dealing with a type 3 shunt. The correct indication will be a 
first step of CHIVA"
Ligation_Knowledgebase_1.pdf,Page 5,1,"ligation (N2-
N3 compartment jump), maximum at",,"ligation (N2-
N3 compartment jump), maximum attention must be paid in not leaving long stumps 
during the disconnection, in order to diminish the recanalization risk. 
 
Re-entry point identification "
